"","Forest type","Species","Individual number","LT (mm)","LA (cm²)","SLA (cm2 g-1)","LDMC (g g-1)","LTD (g cm-3)","TDMC (g g-1)","TTD (g cm-3)","BT (mm)","BDMC (g g-1)","BTD (g cm-3)","SDMC (g g-1)","STD (g cm-3)","LC (mg g-1)","LN (mg g-1)","LP (mg g-1)","LCN","LCP","LNP","TC (mg g-1)","TN (mg g-1)","TP (mg g-1)","TCN","TCP","TNP","BC (mg g-1)","BN (mg g-1)","BP (mg g-1)","BCN","BCP","BNP","SC (mg g-1)","SN (mg g-1)","SP (mg g-1)","SCN","SCP","SNP"
"431",NA,"Lithocarpus brevicaudatus",1,0.358,22.0482,88.9040322580645,0.406890894175554,0.628384566692608,0.492711370262391,0.509036144578313,"3.8","0.565173116089613","0.532118887823586","0.527533918595371","0.517214397496088",478.22,16.81,1.17607003891051,28.4485425342058,406.625442514473,14.2933664185277,463.65,7.47,0.911680911680912,62.0682730923695,508.56609375,8.19365625,"453.89","5.58","0.55705996131528","81.34229390681","814.795590277779","10.016875","472.24","2.53","0.3935546875","186.656126482213","1199.93488833747","6.42858560794045"
"432",NA,"Lithocarpus brevicaudatus",2,0.357,21.0414,82.3538160469667,0.440897325280414,0.680264882098914,0.493723849372385,0.536363636363636,"1.86","0.546961325966851","0.516521739130435","0.546436285097192","0.535449735449735",479.4,13.35,0.980263157894737,35.9101123595506,489.052348993288,13.6187919463087,464.26,4.76,0.868620037807183,97.5336134453782,534.479956474429,5.47995647442873,"468.52","6.6","0.557513914656772","70.9878787878788","840.373643926788","11.8382695507487","467.06","1.94","0.403131115459883","240.752577319588","1158.58087378641","4.81233009708737"
"433",NA,"Lithocarpus brevicaudatus",3,0.3535,24.90415,86.925479930192,0.42039618488628,0.650868839901631,0.516411378555799,0.541284403669725,"2.976","0.525469168900804","0.464088397790055","0.563058589870904","0.546769527483124",481.21,17.29,1.23015873015873,27.8316946211683,391.177161290323,14.0550967741935,465.75,8.35,1.02167766258247,55.7784431137725,455.867850553505,8.17283210332103,"454.2","6.69","0.598875351452671","67.8923766816144","758.421596244132","11.1709389671362","465.49","2.73","0.419047619047619","170.509157509157","1110.82840909091","6.51477272727273"
"434",NA,"Lithocarpus brevicaudatus",4,0.4175,31.12865,80.95877763329,0.40926024481107,0.591710905440702,0.459340659340659,0.512254901960784,"3.536","0.564525993883792","0.53538283062645","0.46969696969697","0.463315217391304",480.97,18.15,1.21734892787524,26.4997245179063,395.096253002403,14.9094475580465,463.97,7.43,1.36231884057971,62.4454912516824,340.573723404255,5.45393617021277,"464.79","6.04","0.572237960339943","76.9519867549669","812.232029702971","10.5550495049505","469.59","3.38","0.595608417200366","138.931952662722","788.42069124424","5.67486943164363"
"435",NA,"Lithocarpus brevicaudatus",5,0.348,24.0554,85.0014134275618,0.433052792654935,0.676121279051355,0.508403361344538,0.555045871559633,"11.232","0.59054153393776","0.525168882109392","0.48676293622142","0.531188443860801",485.08,16.39,1.02952029520295,29.5960951799878,471.170896057349,15.9200358422939,461.89,5.11,0.715877437325905,90.3894324853229,645.208210116732,7.13809338521401,"434.11","6.12","0.541154210028382","70.9330065359477","802.19277972028","11.3091608391608","474.19","3.52","0.393063583815029","134.713068181818","1206.39514705882","8.95529411764706"
"436",NA,"Loropetalum chinense",1,0.299,5.95755,143.555421686747,0.345833333333333,0.465949884170753,0.445714285714286,0.586466165413534,"2.054","0.416083916083916","0.373626373626374","0.587436784668619","0.718190693133746",442.19,14.73,1.01751152073733,30.0196877121521,434.579846014491,14.4764945652173,452.35,4.42,0.759505703422053,102.341628959276,595.584730913642,5.81957446808511,"385.14","4.93","0.728782287822878","78.1217038539554","528.470582278481","6.7647088607595","462.2","1.01","0.334562211981567","457.623762376238","1381.50688705234","3.01887052341598"
"437",NA,"Loropetalum chinense",2,0.3645,8.0175,108.344594594595,0.37,0.50643675122535,0.359550561797753,0.542372881355932,"1.184","0.417047184170472","0.35910878112713","0.556526488257783","0.667758846657929",436.89,15.68,0.985915492957747,27.8628826530612,443.131285714285,15.904,438.36,7.33,0.985260770975057,59.8035470668486,444.917744533947,7.43965477560414,"405.1","4.42","0.65748031496063","91.6515837104072","616.140119760479","6.72263473053892","460.95","0.95","0.316336166194523","485.210526315789","1457.1523880597","3.00313432835821"
"438",NA,"Loropetalum chinense",3,0.3,5.2039,106.202040816327,0.4,0.627734327459534,0.501557632398754,0.633858267716535,"1.778","0.436964504283966","0.406143344709898","0.639427987742594","0.727906976744186",438.61,12.79,0.884507042253521,34.2931978107897,495.880732484076,14.4600318471338,452.12,2.84,0.983382209188661,159.197183098592,459.760198807157,2.88799204771372,"390.8","4.07","0.630845771144279","96.019656019656","619.485804416403","6.45165615141955","460.52","0.78","0.318908748824083","590.410256410256","1444.04943952802","2.4458407079646"
"439",NA,"Loropetalum chinense",4,0.285,4.6619,135.127536231884,0.372972972972973,0.5193274483749,0.451754385964912,0.544973544973545,"1.456","0.398230088495575","0.335403726708075","0.536561264822134","0.633605600933489",435.07,14.12,1.00278810408922,30.8123229461756,433.860352177942,14.0807414272474,443.5,3.67,0.913246268656716,120.844686648501,485.630234933606,4.01863125638407,"404.59","5.12","0.695861405197305","79.021484375","581.423250345782","7.35778699861688","460.33","1.16","0.372071227741331","396.836206896552","1237.20934508816","3.11768261964735"
"440",NA,"Loropetalum chinense",5,0.2405,4.1122,137.073333333333,0.394736842105263,0.60668316103363,0.502100840336134,0.578692493946731,"1.416","0.474835886214442","0.474835886214442","0.583982990786676","0.713419913419913",449.3,14.21,0.92156862745098,31.6185784658691,487.538297872341,15.4193617021277,452.58,2.91,0.900649953574745,155.525773195876,502.503773195876,3.231,"376.23","4.04","0.626352015732547","93.1262376237624","600.668618524332","6.45004709576138","459.04","1.84","0.450704225352113","249.478260869565","1018.495","4.0825"
"441",NA,"Lyonia ovalifolia",1,0.176,27.79615,185.927424749164,0.398135818908123,0.611186670227221,0.525641025641026,0.504615384615385,"2.426","0.3515625","0.230769230769231","0.54176072234763","0.560747663551402",486.87,16.45,1.04748603351955,29.5969604863222,464.798560000001,15.7042666666667,466.22,4.49,0.600189933523267,103.835189309577,776.787436708861,7.48096518987342,"484.89","5.51","0.598696461824953","88.0018148820327","809.909580093313","9.20332814930016","459.73","2.62","0.509952606635071","175.469465648855","901.515148698885","5.13773234200744"
"442",NA,NA,2,0.34,29.5942,138.939906103286,0.411992263056093,0.423373896395438,0.462882096069869,0.475336322869955,"1.224","0.615384615384615","0.230971128608924","0.474327628361858","0.486215538847118",494.57,16.12,0.905180840664712,30.6805210918114,546.377008639309,17.808596112311,462.21,2.65,0.6125,174.418867924528,754.628571428571,4.3265306122449,"486.09","4.94","0.510597302504817","98.3987854251012","952.002679245283","9.67494339622641","464.95","2.69","0.440808469682387","172.843866171004","1054.76648471616","6.10242358078603"
"443",NA,NA,3,0.352,24.54715,119.450851581509,0.404926108374384,0.475661588560642,0.463414634146341,0.462474645030426,"1.44","0.46218487394958","0.372881355932203","0.508450704225352","0.514245014245014",490.42,14.99,0.92029657089898,32.7164776517678,532.893434038268,16.2882275931521,438.49,2.3,0.489031078610603,190.647826086956,896.650579439253,4.70317757009346,"467.26","3.27","0.599250936329588","142.892966360856","779.740125","5.4568125","463","1.76","0.586377097729516","263.068181818182","789.594276094277","3.00148148148148"
"444",NA,NA,4,0.2325,15.2076,385.00253164557,0.291512915129151,0.223431012281069,0.505181347150259,0.469879518072289,"0.344","0.642857142857143","0.25","0.568245125348189","0.546916890080429",461.06,20.56,1.37233054781801,22.4250972762646,335.968619756428,14.9818132611638,443.41,2.68,0.35311004784689,165.451492537313,1255.72750677507,7.58970189701897,"479.83","10.36","0.786931818181818","46.3156370656371","609.747870036101","13.1650541516246","463.79","1.24","0.339483394833948","374.024193548387","1366.16402173913","3.65260869565218"
"445",NA,NA,5,0.288,21.12875,128.442249240122,0.442204301075269,0.540666679813577,0.462882096069869,0.445378151260504,"1.746","0.363957597173145","0.254320987654321","0.515151515151515","0.53735632183908",494.31,16.06,0.879740980573543,30.7789539227895,561.881293375394,18.2553732912723,439.73,4.43,0.326375711574953,99.2618510158014,1347.31226744186,13.5733139534884,"485.57","5.72","0.694470477975632","84.8898601398601","699.194588394063","8.23649122807018","460.65","2.75","0.566037735849057","167.509090909091","813.814999999999","4.85833333333333"
"446",NA,"Machilus thunbergii",1,0.295,16.30785,63.7025390625,0.518218623481781,1.06426857025235,0.451923076923077,0.493006993006993,"4.194","0.486887115165336","0.558900523560209","0.494537509104151","0.541899441340782",480.27,11.72,0.718146718146718,40.9786689419795,668.763064516129,16.3197849462366,458.48,4.6,0.66390423572744,99.6695652173913,690.581525658807,6.92871012482663,"459.7","5.71","0.742354031510658","80.507880910683","619.24631710362","7.69174781523096","460.24","1.63","0.396887159533074","282.355828220859","1159.62431372549","4.10696078431373"
"447",NA,"Machilus thunbergii",2,0.2985,15.81145,68.4478354978355,0.474820143884892,0.978872079073922,0.501831501831502,0.507407407407407,"4.998","0.455172413793103","0.457772337821297","0.431232876712329","0.473241130487072",486.99,11.44,0.727016885553471,42.5690559440559,669.846890322581,15.735535483871,457.34,2.65,0.638542665388303,172.581132075472,716.224654654655,4.15007507507508,"475.63","6.09","0.649905123339659","78.1001642036125","731.845284671532","9.37059854014598","453.18","1.87","0.485102420856611","242.342245989305","934.194472168905","3.85485604606526"
"448",NA,"Machilus thunbergii",3,0.271,15.8536,72.5565217391304,0.493227990970655,1.01714823476135,0.478070175438597,0.530413625304136,"3.502","0.436394271272115","0.454784899034241","0.472602739726027","0.537662337662338",487.92,11.69,0.772853185595568,41.7382378100941,631.323010752688,15.125770609319,459.12,3.29,0.749290444654683,139.550151975684,612.739696969697,4.39082070707071,"459.25","5.27","0.788354898336414","87.1442125237192","582.542203985932","6.68480656506448","458.54","1.69","0.495219885277247","271.325443786982","925.932123552123","3.41262548262548"
"449",NA,"Machilus thunbergii",4,0.24,16.03335,91.3581196581197,0.447133757961784,0.912161213969632,0.553658536585366,0.580562659846547,"2.538","0.439461883408072","0.412921348314607","0.588662790697674","0.494505494505495",485.67,10.85,0.68159688412853,44.7622119815668,712.547271428571,15.9185,449.11,2.11,0.477272727272727,212.848341232228,940.992380952381,4.42095238095238,"458.1","5.57","0.658560311284047","82.2441651705566","695.608271787297","8.4578434268833","457.48","1.42","0.345401174168297","322.169014084507","1324.48883852691","4.11116147308782"
"450",NA,"Machilus thunbergii",5,0.226,20.69295,117.908547008547,0.393939393939394,0.75054419265148,0.485355648535565,0.471544715447154,"2.178","0.44","0.406369426751592","0.609062170706006","0.547867298578199",477.93,13.19,0.897738446411013,36.2342683851403,532.371095290252,14.6924753559693,453.14,3.28,0.76027397260274,138.15243902439,596.021981981982,4.31423423423423,"463.04","5.96","0.685202639019793","77.6912751677852","675.770894085282","8.6981568088033","452.92","1.21","0.330078125","374.314049586777","1372.16","3.66579881656805"
"451",NA,"Meliosma myriantha",1,0.1745,69.7318,236.378983050847,0.33656588705077,0.484870435757416,0.49003984063745,0.433098591549296,"3.558","0.429778247096093","0.387250237868697","0.50074294205052","0.479374110953058",443.37,18.54,1.26335520149953,23.9142394822006,350.946431750742,14.6752077151335,432.22,4.27,0.818268315889629,101.222482435597,528.213046511628,5.21833720930233,"398.7","5.81","0.613198900091659","68.6230636833047","650.196860986547","9.47490284005979","457.06","2.07","0.826001955034213","220.80193236715","553.340094674556","2.50604733727811"
"452",NA,NA,2,0.187,48.42145,230.578333333333,0.315552216378663,0.463841810770399,0.469635627530364,0.411834319526627,"3.458","0.41216795201371","0.377254901960784","0.470588235294118","0.446700507614213",450.86,18.68,1.21531100478469,24.1359743040685,370.983228346456,15.3705511811023,430.94,4.66,0.571030640668524,92.4763948497854,754.670536585365,8.16068292682926,"406.06","5.34","0.408871745419479","76.0411985018727","993.123160377359","13.0603301886793","454.25","1.55","0.619786614936954","293.064516129032","732.913536776213","2.50086071987481"
"453",NA,NA,3,0.2585,59.56085,315.136772486773,0.316848281642917,0.24551066656245,0.447674418604651,0.328358208955224,"1.368","0.494584837545126","0.489285714285714","0.637614678899083","0.668269230769231",440.05,17.29,1.23709369024857,25.4511278195489,355.712751159195,13.9763060278207,431.74,3.23,0.52616555661275,133.665634674923,820.540216998191,6.13875226039783,"377.41","5.05","0.401098901098901","74.7346534653465","940.94","12.5904109589041","454.03","1.05","0.557237464522233","432.409523809524","814.787283531409","1.88429541595925"
"454",NA,NA,4,0.316,74.8082,224.987067669173,0.336538461538462,0.281310121049141,0.493917274939173,0.490338164251208,"2.614","0.459610027855153","0.453296703296703","0.453900709219858","0.475836431226766",443.93,16.8,1.25264169068204,26.4244047619048,354.395038343557,13.4116564417178,427.73,3.94,0.634457611668186,108.560913705584,674.166393678161,6.21002873563218,"398.17","6.25","0.506603773584906","63.7072","785.959404096834","12.3370577281192","459.34","2.45","0.837940896091516","187.485714285714","548.177087599545","2.92383390216155"
"455",NA,NA,5,0.318,49.79235,202.82016293279,0.34822695035461,0.310092847040299,0.482876712328767,0.487889273356401,"1.986","0.473841554559043","0.465491923641703","0.524229074889868","0.536842105263158",452.09,17.15,1.22614503816794,26.3609329446064,368.708420233463,13.9869260700389,422.37,4.39,0.636105860113421,96.2118451025057,663.993254086182,6.90136701337296,"390.76","6.07","0.468538238141336","64.3756177924217","833.998099173554","12.9551859504132","454.54","1.92","0.561068702290076","236.739583333333","810.132517006803","3.42204081632653"
"456",NA,"Phoebe sheareri",1,0.2255,53.55005,146.712465753425,0.416191562143672,0.604528017121128,0.461157024793388,0.48861646234676,"3.086","0.501222493887531","0.522959183673469","0.581775700934579","0.554257095158598",486.58,17.97,1.12475442043222,27.0773511407902,432.609991266376,15.9768209606987,447.75,5.08,0.727272727272727,88.1397637795276,615.65625,6.985,"430.28","8.25","0.722324723247232","52.1551515151515","595.687765006386","11.4214559386973","469.27","2.6","0.381870781099325","180.488461538462","1228.87118686869","6.80858585858586"
"457",NA,"Phoebe sheareri",2,0.2855,31.18005,126.235020242915,0.357971014492754,0.554937443426957,0.43141592920354,0.463733650416171,"3.328","0.449574726609964","0.432748538011696","0.488954344624448","0.488235294117647",494.4,15.75,1.53705486044273,31.3904761904762,321.654101440201,10.2468691296181,459.15,4.54,0.625857002938296,101.13436123348,733.634037558685,7.25405320813771,"437.77","9.36","0.573271889400922","46.7702991452991","763.634163987138","16.3273311897106","462.06","2.84","0.310280373831776","162.697183098592","1489.16927710843","9.15301204819276"
"458",NA,"Phoebe sheareri",3,0.3125,40.3385,129.70578778135,0.392429022082019,0.49342439604844,0.43312101910828,0.5,"3.074","0.521062271062271","0.602754237288136","0.572628043660789","0.542130365659777",494.57,14.74,1.30790697674419,33.5529172320217,378.138513513512,11.2699146514936,454.35,4,0.568552253116011,113.5875,799.134991568298,7.035413153457,"450.63","8.13","0.714417744916821","55.4280442804428","630.765407503234","11.3798965071151","462.2","2.42","0.332344213649852","190.99173553719","1390.72678571428","7.28160714285713"
"459",NA,"Phoebe sheareri",4,0.269,57.06135,158.50375,0.387096774193548,0.469070557505309,0.505415162454874,0.503597122302158,"2.436","0.5104","0.609942638623327","0.439775910364146","0.348115299334812",480.33,19.72,1.13253012048193,24.3575050709939,424.121170212765,17.4123404255319,445.35,4.8,0.745365853658537,92.78125,597.491819371727,6.43979057591623,"438.26","8.93","0.644674835061263","49.0772676371781","679.815584795322","13.8519444444444","462.23","3.54","0.523004694835681","130.573446327684","883.797037701974","6.7685816876122"
"460",NA,"Phoebe sheareri",5,0.2865,81.58775,142.015230635335,0.41168040128986,0.491553107444253,0.442930153321976,0.44750430292599,"2.636","0.494117647058823","0.546","0.522388059701492","0.460093896713615",490.93,17.35,1.26032660902978,28.2956772334294,389.526013719512,13.7662728658536,449.8,4.34,0.835143139190523,103.640552995392,538.590307328605,5.19671394799054,"439.02","10.05","0.380116959064328","43.6835820895522","1154.96030769231","26.4392307692307","467.56","3.73","0.48430066603235","125.351206434316","965.433320235757","7.70182711198428"
"461",NA,"Photinia beauverdiana",1,0.191,36.7149,159.283731019523,0.458250497017893,0.657393201519009,0.505720823798627,0.547029702970297,"4.938","0.521187975371242","0.559486780715397","0.560553633217993","0.577540106951872",460.56,14.49,0.876260311640697,31.7846790890269,525.597238493724,16.5361820083682,426.92,4.46,0.495806150978565,95.7219730941704,861.062330827067,8.99545112781954,"414.09","5.19","0.60707635009311","79.78612716763","682.105306748466","8.5491717791411","456.38","1.68","0.427102803738318","271.654761904762","1068.54835886214","3.93347921225383"
"462",NA,"Photinia beauverdiana",2,0.178,33.5423,182.295108695652,0.441247002398082,0.616360753537199,0.474193548387097,0.561068702290076,"4.916","0.506024096385542","0.529411764705882","0.58459595959596","0.643055555555555",457.64,14.34,0.912313432835821,31.9135285913529,501.625848670757,15.718282208589,415.2,4.72,0.729601518026566,87.9661016949153,569.077763328998,6.46928478543563,"406.11","5.87","0.63297350343474","69.1839863713799","641.590837209302","9.27368992248062","454.48","2.75","0.420316868592731","165.265454545455","1081.27946784922","6.54268292682926"
"463",NA,"Photinia beauverdiana",3,0.386,48.70865,190.2681640625,0.432067510548523,0.272318134554401,0.556313993174061,0.629343629343629,"0.814","0.513888888888889","0.342592592592593","0.617801047120419","0.644808743169399",456.46,16.42,1.17853839037928,27.7990255785627,387.310251177394,13.9325117739403,427.84,2.6,0.521781219748306,164.553846153846,819.960519480519,4.98293135435992,"434.85","7.6","0.705116279069768","57.2171052631579","616.70679419525","10.778364116095","445.33","2.23","0.477567298105683","199.699551569507","932.496847599165","4.66949895615866"
"464",NA,"Photinia beauverdiana",4,0.266,22.98865,214.847196261682,0.420432220039293,0.34996021001472,0.515587529976019,0.551282051282051,"1.45","0.452674897119342","0.434782608695652","0.607449856733524","0.576086956521739",453.56,16.66,1.02190476190476,27.2244897959184,443.837837837839,16.3028890959926,425.38,1.68,0.342155009451796,253.202380952381,1243.23767955801,4.91005524861878,"412.07","6.84","0.71668219944082","60.2441520467836","574.968933680104","9.54397919375813","453.84","3.17","0.47389162561576","143.167192429022","957.687318087325","6.68929313929319"
"465",NA,"Photinia beauverdiana",5,0.333,29.7843,136.312585812357,0.462433862433862,0.440605390192925,0.532981530343008,0.624420401854714,"2.754","0.525096525096525","0.537549407114625","0.509677419354839","0.497899159663866",467.77,14.52,0.993307839388145,32.215564738292,470.921482194418,14.6178248315688,422.54,4.02,0.573896353166986,105.109452736318,736.265351170569,7.00474916387961,"407.09","6.06","0.368421052631579","67.1765676567657","1104.95857142857","16.4485714285714","455.76","1.29","0.442418426103647","353.302325581395","1030.15600867679","2.91579175704989"
"466",NA,"Phyllostachys heterocycla",1,0.125,11.03785,242.59010989011,0.400881057268722,0.659548734581463,0.562724014336918,0.670940170940171,"NA","NA","NA","0.581941129673827","0.44960049170252",449.57,19.44,1.42485549132948,23.1260288065844,315.519716024341,13.6434888438134,476.45,4.85,0.428838951310861,98.2371134020619,1111.0231441048,11.3096069868996,"NA","NA","NA","NA","NA","NA","474.96","2.06","0.385507246376812","230.563106796117","1232.03909774436","5.34360902255639"
"467",NA,NA,2,0.131,11.6818,240.861855670103,0.39917695473251,0.633856096891896,0.558282208588957,0.694656488549618,"NA","NA","NA","0.608676599474146","0.729133858267716",450.08,20.84,1.20860018298262,21.5969289827255,372.397759273277,17.2430885692657,472.95,4.71,0.329877474081056,100.414012738854,1433.71414285714,14.2780285714286,"NA","NA","NA","NA","NA","NA","481.03","1.87","0.333659491193738","257.235294117647","1441.67935483871","5.60451612903225"
"468",NA,NA,3,0.136,11.37455,239.464210526316,0.41304347826087,0.614116085264653,0.63716814159292,0.727272727272727,"NA","NA","NA","0.448701789765566","0.508571428571429",450.67,21.24,1.41793893129771,21.2179849340866,317.834562584118,14.9794885598923,475.14,4.33,0.37043795620438,109.732101616628,1282.6439408867,11.6888669950739,"NA","NA","NA","NA","NA","NA","473.04","2.88","0.583815028901734","164.25","810.256633663367","4.93306930693069"
"469",NA,NA,4,0.1415,11.6444,255.920879120879,0.393939393939394,0.552290835625745,0.493333333333333,0.616666666666667,"NA","NA","NA","0.596015676028739","0.591188856494979",448.55,18.6,1.35748331744519,24.1155913978495,330.427633426965,13.7018258426966,474.3,6.06,0.593598448108632,78.2673267326733,799.025000000001,10.2089215686275,"NA","NA","NA","NA","NA","NA","474.82","2.43","0.398467432950192","195.399176954733","1191.61557692308","6.09836538461538"
"470",NA,NA,5,0.1415,11.10535,233.796842105263,0.411255411255411,0.604553743801673,0.5859375,0.704225352112676,"NA","NA","NA","0.574431818181818","0.623689080814312",448.57,20.88,1.38724584103512,21.4832375478927,323.352924716856,15.0514057295137,473.68,5.01,0.662188099808061,94.5469061876248,715.325449275363,7.56582608695653,"NA","NA","NA","NA","NA","NA","470.93","2.09","0.325","225.325358851675","1449.01538461538","6.43076923076923"
"471",NA,"Pinus massoniana",1,0.72275,1.69295,94.0527777777778,0.409090909090909,0.588437395200551,0.392572944297082,0.471337579617834,"15.554","0.736","0.299440177060279","0.426070038910506","0.412041392285983",501.57,12.04,0.879310344827586,41.6586378737542,570.412941176471,13.6925490196078,474.39,3.48,0.686623012160898,136.318965517241,690.903147138965,5.06828337874659,"507.17","2.64","0.524436090225564","192.109848484848","967.076845878136","5.03397849462366","468.55","1.82","0.389863547758285","257.445054945055","1201.83075","4.66829999999999"
"472",NA,"Pinus massoniana",2,0.6965,2.000875,94.1588235294118,0.425,0.60992698321907,0.383480825958702,0.451388888888889,"13.032","0.466692486444617","0.254380409541904","0.435969868173258","0.397766323024055",512.86,14.06,0.913978494623656,36.4765291607397,561.129176470588,15.3832941176471,479.98,2.63,0.57074569789675,182.501901140684,840.96998324958,4.6080067001675,"512.74","2.62","0.660075329566855","195.702290076336","776.790128388017","3.96924393723252","504.69","1.47","0.288007554296506","343.326530612245","1752.34986885246","5.10403278688525"
"473",NA,"Pinus massoniana",3,0.782,0.78748,131.246666666667,0.294117647058824,0.487163754704865,0.483606557377049,0.416961130742049,"16.52","0.666244458518049","0.328442085544802","0.36077057793345","0.289325842696629",489.02,15.57,1.49408284023669,31.407835581246,327.304475247524,10.4211089108911,478.91,2.46,0.532516493873704,194.678861788618,899.333646017699,4.61957522123894,"511.35","2.25","0.612655800575264","227.266666666667","834.644835680751","3.6725352112676","468.92","3.03","0.657640232108317","154.759075907591","713.034235294118","4.60738235294118"
"474",NA,"Pinus massoniana",4,0.8485,1.014,43.7068965517241,0.44106463878327,1.34824304172928,0.478458049886621,0.466814159292035,"10.082","0.642857142857143","0.318021201413428","0.455968688845401","0.403812824956672",502.67,9.32,0.604914933837429,53.9345493562232,830.97634375,15.407125,476.41,1,0.431316042267051,476.41,1104.54968819599,2.3184855233853,"504.43","1.69","0.600550964187328","298.479289940828","839.945366972477","2.81408256880734","472.95","1.44","0.410454985479187","328.4375","1152.2579009434","3.50830188679245"
"475",NA,"Pinus massoniana",5,0.776,0.65404,51.9079365079365,0.377245508982036,1.24129360605329,0.463114754098361,0.461224489795918,"9.644","0.836898395721925","0.276257722859665","0.497797356828194","0.422429906542056",494.76,9.5,0.88800792864222,52.08,557.1571875,10.6981026785714,478.17,1.37,0.447169811320755,349.029197080292,1069.3253164557,3.06371308016877,"496.69","2.36","0.807915057915058","210.46186440678","614.779976105137","2.92109916367981","479.02","1.3","0.36802270577105","368.476923076923","1301.60447300771","3.53239074550129"
"476",NA,"Pinus taiwanensis",1,0.9895,0.60946,46.1712121212121,0.434210526315789,1.09441724992611,0.424157303370786,0.396325459317585,"7.724","0.678147268408551","0.338270142180095","0.450199203187251","0.445407962160032",494.18,14.29,0.91236611489776,34.5822253324003,541.64659551761,15.6625720384205,489.75,2.49,0.531996179560649,196.686746987952,920.589317773789,4.68048473967684,"518.18","2.56","0.400745573159366","202.4140625","1293.03986046512","6.38809302325582","472.8","0.82","0.287722586691659","576.585365853658","1643.24951140065","2.8499674267101"
"477",NA,"Pinus taiwanensis",2,1.008,0.62256,41.504,0.418994413407821,1.19514202494156,0.448453608247423,0.432835820895522,"11.182","0.61447963800905","0.379966424174594","0.439363817097416","0.473233404710921",504.7,13.16,0.798822374877331,38.3510638297872,631.805036855037,16.4742506142506,486.76,2.91,0.589494163424125,167.27147766323,825.724884488448,4.93643564356435,"523.33","4.45","0.476145930776427","117.602247191011","1099.09581532416","9.34587426326129","471.13","1.1","0.325490196078431","428.3","1447.44759036145","3.37951807228916"
"478",NA,"Pinus taiwanensis",3,0.735,0.5009,39.7539682539683,0.456521739130435,1.71120554430596,0.456953642384106,0.423312883435583,"10.53","0.730061349693252","0.423918575063613","0.468694096601073","0.46508875739645",500.79,12.44,0.788554801163918,40.2564308681672,635.073173431735,15.7756949569496,491.04,2.35,0.542857142857143,208.953191489362,904.547368421052,4.32894736842105,"544.98","3.91","0.423185673892554","139.381074168798","1287.80351893096","9.23944320712695","468.83","0.79","0.287709497206704","593.455696202532","1629.52563106796","2.74582524271845"
"479",NA,"Pinus taiwanensis",4,1.0015,0.57194,42.0544117647059,0.404761904761905,1.18715516961296,0.433333333333333,0.451553930530165,"10.194","0.580769230769231","0.285984848484848","0.432525951557093","0.346452328159645",494.36,12.54,1.14889529298751,39.4226475279107,430.291605351171,10.9148327759198,488.88,2.59,0.537717601547389,188.756756756757,909.176115107913,4.81665467625899,"513.93","3.68","0.486803519061584","139.654891304348","1055.72367469879","7.55951807228915","471.32","1.29","0.317325800376648","365.364341085271","1485.28735905044","4.06522255192878"
"480",NA,"Pinus taiwanensis",5,0.815,0.52554,38.6426470588235,0.47887323943662,1.58761621992781,0.406015037593985,0.394160583941606,"14.702","0.570284697508897","0.225942897426859","0.465976331360947","0.450428979980934",501.65,12.75,0.89377990430622,39.3450980392157,561.267933618844,14.2652569593148,488.84,2.55,0.558904109589041,191.701960784314,874.640196078432,4.5625,"520.41","3.48","0.383954154727794","149.543103448276","1355.39619402985","9.06358208955223","475.17","0.96","0.304466727438469","494.96875","1560.66314371257","3.15305389221556"
"481",NA,"Rhododendron latoucheae",1,0.3755,28.3692,73.6862337662338,0.382894082545997,0.722825881965387,0.519736842105263,0.470238095238095,"2.074","0.489736070381232","0.486880466472303","0.551282051282051","0.538247566063978",484.54,8.62,0.540874524714829,56.2111368909513,895.845483304042,15.9371528998242,482.07,2.4,0.615311004784689,200.8625,783.457465007776,3.900466562986,"487.35","7.27","0.617901828681424","67.0357634112792","788.717523364487","11.7656230529595","476.36","1.75","0.435897435897436","272.205714285714","1092.82588235294","4.01470588235294"
"482",NA,"Rhododendron latoucheae",2,0.4055,24.396,76,0.379208505611341,0.648971380362126,0.496323529411765,0.457627118644068,"1.198","0.488095238095238","0.577464788732394","0.503735325506937","0.491155046826223",484.92,9.01,0.481203007518797,53.8201997780244,1007.724375,18.72390625,476.75,2.34,0.534971644612476,203.739316239316,891.168727915195,4.37406360424029,"499.96","7.04","0.653703703703704","71.0170454545455","764.811331444759","10.7694050991501","478.45","1.79","0.337068160597572","267.290502793296","1419.44584487535","5.31049861495845"
"483",NA,"Rhododendron latoucheae",3,0.9025,19.04235,59.6004694835681,0.370649651972158,0.37182030631578,0.551083591331269,0.523529411764706,"1.17","0.638297872340426","0.508474576271186","0.587078651685393","0.590395480225989",483.82,7.55,0.468544600938967,64.082119205298,1032.60180360721,16.1137274549098,474.27,1.8,0.547892720306513,263.483333333333,865.625664335665,3.28531468531469,"510.47","6.31","0.517602283539486","80.8985736925515","986.220533088236","12.1908272058824","477.87","1.36","0.318446601941748","351.375","1500.62835365853","4.27073170731707"
