"","Forest type","Species","Individual number","LT (mm)","LA (cm²)","SLA (cm2 g-1)","LDMC (g g-1)","LTD (g cm-3)","TDMC (g g-1)","TTD (g cm-3)","BT (mm)","BDMC (g g-1)","BTD (g cm-3)","SDMC (g g-1)","STD (g cm-3)","LC (mg g-1)","LN (mg g-1)","LP (mg g-1)","LCN","LCP","LNP","TC (mg g-1)","TN (mg g-1)","TP (mg g-1)","TCN","TCP","TNP","BC (mg g-1)","BN (mg g-1)","BP (mg g-1)","BCN","BCP","BNP","SC (mg g-1)","SN (mg g-1)","SP (mg g-1)","SCN","SCP","SNP"
"135",NA,NA,5,0.3795,4.39705,97.7122222222222,0.382978723404255,0.539348313522995,0.551401869158879,0.588039867109635,"1.208","0.64957264957265","0.546762589928058","0.641129032258065","0.587800369685767",495.55,7.82,0.764818355640535,63.3695652173913,647.931625,10.22465,471.55,2.89,0.587727708533078,163.166089965398,802.327324632952,4.91724306688417,"497.48","5.83","0.397959183673469","85.3310463121784","1250.07794871795","14.6497435897436","468.64","1.27","0.215165876777251","369.007874015748","2178.04052863436","5.90242290748899"
"136",NA,"Illicium lanceolatum",1,0.611,24.8483,77.8943573667712,0.353266888150609,0.420225871669487,0.543062200956938,0.657971014492754,"3.65","0.530740276035132","0.516483516483517","0.518987341772152","0.524680073126143",501.38,12.68,0.797183098591549,39.5410094637224,628.939575971732,15.9060070671378,478.46,2.77,0.458742632612967,172.729241877256,1042.98132762313,6.03824411134903,"485.91","5.39","0.46309963099631","90.1502782931354","1049.25585657371","11.6389641434263","477.91","2.24","0.260261194029851","213.352678571429","1836.27068100358","8.60673835125447"
"137",NA,NA,2,0.461,26.2313,104.9252,0.361532899493854,0.413475008284592,0.550387596899225,0.672985781990521,"3.052","0.509028374892519","0.491694352159468","0.527310924369748","0.540948275862069",501.01,14.96,1.00274725274725,33.4899732620321,499.637369863015,14.9190136986302,472.46,3.68,0.553051643192488,128.385869565217,854.278268251274,6.65398981324279,"479.15","6.45","0.53081876724931","74.2868217054263","902.662131715771","12.1510398613518","478.29","2.59","0.359404096834264","184.667953667954","1330.78616580311","7.20637305699483"
"138",NA,NA,3,0.528,23.0509,96.8525210084034,0.336871903750885,0.391097593376029,0.583011583011583,0.722488038277512,"1.278","0.504716981132075","0.52970297029703","0.627102803738318","0.748883928571428",490.33,12.33,0.702702702702703,39.7672343876723,697.777307692307,17.5465384615385,476.9,2.33,0.396840148698885,204.678111587983,1201.74332552693,5.87138173302107,"475.08","5.95","0.483653846153846","79.8453781512605","982.272763419484","12.3021868787276","474.18","1.45","0.170272812793979","327.020689655172","2784.82508287293","8.51574585635361"
"139",NA,NA,4,0.5275,23.9705,84.4031690140845,0.358585858585859,0.449209341142168,0.579268292682927,0.608974358974359,"2.424","0.482105263157895","0.454365079365079","0.613445378151261","0.568093385214008",496.2,12.16,0.73339483394834,40.8059210526316,676.579622641509,16.580427672956,476.37,2.86,0.414565826330532,166.562937062937,1149.08168918919,6.89878378378379,"466.52","6.45","0.434285714285714","72.3286821705426","1074.22368421053","14.8519736842105","479.29","1.97","0.207441860465116","243.294416243655","2310.47869955157","9.49663677130046"
"140",NA,NA,5,0.5135,23.8874,97.3010183299389,0.315755627009646,0.400287623370011,0.5625,0.661224489795918,"1.788","0.512465373961219","0.528571428571429","0.604588394062078","0.632768361581921",504.46,12.76,0.907856450048497,39.5344827586207,555.660534188034,14.0550854700855,479.19,2.46,0.385052034058657,194.792682926829,1244.48115479115,6.38874692874692,"478.75","5.89","0.456754130223518","81.2818336162988","1048.15691489362","12.8953404255319","480.68","1.71","0.182413470533209","281.099415204678","2635.1124102564","9.37430769230767"
"141",NA,"Itea omeiensis",1,0.506,22.37155,90.2078629032258,0.381832178598922,0.438162377729839,0.530386740331492,0.438356164383562,"2.042","0.51864406779661","0.506622516556291","0.65625","0.725701943844492",489.97,13.35,0.70724907063197,36.701872659176,692.782812089356,18.8759526938239,464.12,4.1,0.528571428571429,113.2,878.064864864864,7.75675675675675,"468","5.15","0.40390243902439","90.873786407767","1158.69565217391","12.7506038647343","464.77","1.73","0.173953488372093","268.653179190751","2671.80614973262","9.9451871657754"
"142",NA,NA,2,0.5135,19.6595,91.6526806526807,0.35929648241206,0.42495640172674,0.514734774066798,0.464539007092199,"2.174","0.62453531598513","0.646153846153846","0.623913043478261","0.539473684210526",486.7,14.9,0.857142857142857,32.6644295302013,567.816666666667,17.3833333333333,462.85,4.5,0.6090573012939,102.855555555556,759.944916540213,7.38846737481032,"480.01","4.41","0.361722488038278","108.845804988662","1327.01177248677","12.1916666666667","465.57","2.51","0.326851851851852","185.486055776892","1424.40679886686","7.67932011331444"
"143",NA,NA,3,0.497,29.37685,99.9212585034014,0.337155963302752,0.402731603813648,0.419243986254296,0.382445141065831,"3.53","0.561151079136691","0.534246575342466","0.621387283236994","0.641791044776119",484.44,13.88,0.937037037037037,34.9020172910663,516.991304347826,14.8126482213439,457.21,4.61,0.963065558633426,99.177874186551,474.744419942473,4.78679769894535,"471.37","5.22","0.380999020568071","90.3007662835249","1237.194781491","13.700822622108","464.06","1.77","0.258437801350048","262.180790960452","1795.63514925373","6.8488432835821"
"144",NA,NA,4,0.445,26.76655,129.934708737864,0.314024390243902,0.345895416715719,0.530275229357798,0.507908611599297,"1.94","0.566433566433566","0.606741573033708","0.66460396039604","0.723719676549865",488.5,17.01,1.05642923219241,28.7184009406232,462.40674255692,16.1014098073556,468.99,3.18,0.596356663470757,147.481132075472,786.42535369775,5.33237942122187,"483.16","5.4","0.537614678899083","89.4740740740741","898.710580204778","10.0443686006826","467.62","1.66","0.226605504587156","281.698795180723","2063.58623481781","7.32550607287449"
"145",NA,NA,5,0.457,15.8908,115.991240875912,0.314942528735632,0.377301560172246,0.528925619834711,0.528925619834711,"1.368","0.388888888888889","0.307317073170732","0.610294117647059","0.692821368948247",485.53,16.77,1.20686367969495,28.9522957662493,402.307243285939,13.8955213270142,465.94,4.49,0.752153110047847,103.772828507795,619.474936386768,5.96952926208651,"473.14","9.35","0.686200378071834","50.6032085561497","689.507052341597","13.6257575757576","466.69","1.56","0.209188660801564","299.160256410256","2230.9526635514","7.45738317757009"
"146",NA,"Lindera erythrocarpa",1,0.339,14.90605,118.301984126984,0.43979057591623,0.498698737665852,0.56957928802589,0.448979591836735,"4.132","0.481818181818182","0.455773955773956","0.591876208897485","0.568773234200744",510.22,17.28,1.22222222222222,29.5266203703704,417.452727272728,14.1381818181818,467.91,2.43,0.592989289191821,192.555555555556,789.069901477832,4.09788177339901,"519.73","6.71","0.582608695652174","77.4560357675112","892.073880597015","11.5171641791045","471.9","2.06","0.285714285714286","229.077669902913","1651.65","7.20999999999999"
"147",NA,NA,2,0.3105,19.28165,156.761382113821,0.384976525821596,0.410893534215675,0.628151260504202,0.476114649681529,"2.538","0.491484184914842","0.446902654867257","0.584480600750939","0.617724867724868",501.23,19.2,1.55397727272727,26.1057291666667,322.546544789763,12.3553930530165,467.89,1.78,0.416342412451362,262.859550561798,1123.81056074766,4.27532710280374,"506.23","6.7","0.570482497634816","75.5567164179104","887.371658374792","11.7444444444444","481.42","2.67","0.287054409005629","180.307116104869","1677.10366013072","9.30137254901959"
"148",NA,NA,3,0.3135,27.6049,175.827388535032,0.336548767416935,0.362832285692663,0.57752808988764,0.489523809523809,"2.832","0.459067357512953","0.482570806100218","0.579887218045113","0.615154536390828",497.43,19.85,1.67926267281106,25.0594458438287,296.219291986828,11.8206641053787,468.63,2.51,0.800387596899225,186.705179282869,585.503825665859,3.13598062953995,"504.59","6.39","0.563706563706564","78.9655712050078","895.128835616438","11.3356849315068","466.79","1.35","0.276759884281581","345.77037037037","1686.62449477352","4.87787456445994"
"149",NA,NA,4,0.3575,32.8468,217.528476821192,0.349942062572422,0.257180378227177,0.570588235294118,0.455399061032864,"1.66","0.453237410071942","0.550218340611354","0.573748308525034","0.537389100126743",500.86,25.11,1.51102588686481,19.9466348068499,331.47016497462,16.6178489847716,466.41,3.25,0.608863198458574,143.510769230769,766.03414556962,5.3378164556962,"491.85","7.89","0.743388834476004","62.3384030418251","661.632213438735","10.613557312253","469.65","3.56","0.348441926345609","131.924157303371","1347.85731707317","10.2169105691057"
"150",NA,NA,5,0.3785,18.36235,133.060507246377,0.389280677009873,0.397113761355471,0.531088082901554,0.493975903614458,"2.19","0.462962962962963","0.439297124600639","0.539823008849557","0.554545454545455",508.31,22.29,1.31744518589132,22.8043965903993,385.830094066572,16.9191099855283,469.54,2.9,0.4853228962818,161.910344827586,967.479596774194,5.97540322580646,"498.17","6.26","0.561436672967864","79.5798722044728","887.312895622895","11.1499663299663","468.33","2.59","0.258937198067633","180.822393822394","1808.6625","10.0024253731343"
"151",NA,"Lindera glauca",1,0.2565,14.64295,165.457062146893,0.467018469656992,0.471256460980993,0.577777777777778,0.537190082644628,"1.144","0.484848484848485","0.536912751677852","0.583990980834273","0.604434072345391",490.76,17.35,0.789767441860465,28.285878962536,621.398115429918,21.968492343934,464.82,3.03,0.496212121212121,153.405940594059,936.736488549619,6.10625954198473,"477.07","8.79","0.415279138099902","54.2741751990899","1148.79356132075","21.1664858490566","464.76","2.25","0.219065077910174","206.56","2121.56133891214","10.2709205020921"
"152",NA,NA,2,0.2715,14.52,144.477611940299,0.487864077669903,0.509870173355859,0.516728624535316,0.487719298245614,"1.316","0.457943925233645","0.620253164556962","0.555112881806109","0.551451187335092",497.43,17.95,0.713747645951036,27.7119777158774,696.926992084433,25.148944591029,463.97,2.91,0.502840909090909,159.439862542955,922.697401129944,5.7871186440678,"484.57","9.85","0.484259259259259","49.194923857868","1000.64168260038","20.34034416826","463.17","2.11","0.24950884086444","219.511848341232","1856.32700787402","8.45661417322835"
"153",NA,NA,3,0.232,16.78775,190.769886363636,0.432432432432432,0.451889437033058,0.59915611814346,0.44375,"1.268","0.509493670886076","0.621621621621622","0.60989010989011","0.614958448753463",480.1,24.44,1.27449168207024,19.6440261865794,376.699202320522,19.1762726613488,464.4,2.17,0.496624879459981,214.009216589862,935.112233009708,4.36949514563107,"472.74","8.54","0.509785647716682","55.3559718969555","927.330932358318","16.7521389396709","463.49","2.09","0.284600389863548","221.765550239234","1628.56417808219","7.34363013698629"
"154",NA,NA,4,0.2655,17.1424,194.8,0.344422700587084,0.38670208857798,0.599214145383104,0.509181969949916,"1.846","0.414414414414414","0.408888888888889","0.642411642411642","0.550802139037433",505.33,23.03,0.977777777777778,21.9422492401216,516.814772727273,23.5534090909091,473.38,1.99,0.424128180961357,237.879396984925,1116.12484444444,4.69197777777778,"502.23","6.57","0.417315175097276","76.4429223744292","1203.47888111888","15.7434965034965","476.14","1.72","0.209055876685934","276.825581395349","2277.57290322581","8.22746543778804"
"155",NA,NA,5,0.3085,16.06695,224.712587412587,0.296680497925311,0.288501069141082,0.59860788863109,0.43,"1.68","0.40655737704918","0.410596026490066","0.578446909667195","0.533625730994152",487.89,22.85,1.21305182341651,21.3518599562363,402.200458860758,18.8367879746835,471.5,2.08,0.453095684803002,226.682692307692,1040.61904761905,4.59064182194617,"498.91","8.3","0.63147792706334","60.1096385542169","790.067203647416","13.1437689969605","469.18","1.9","0.269266480965645","246.936842105263","1742.43744827586","7.05620689655173"
"156",NA,"Liquidambar formosana",1,0.4085,39.2616,226.945664739884,0.33921568627451,0.215732732234603,0.50297619047619,0.563333333333333,"1.514","0.429429429429429","0.423703703703704","0.442176870748299","0.456369107321966",434.16,18.63,1.3841642228739,23.304347826087,313.66220338983,13.4593855932203,461.08,1.52,0.610855565777369,303.342105263158,754.810180722891,2.48831325301205,"389.07","4.53","0.555762081784387","85.887417218543","700.065752508361","8.15096989966555","460.23","1.88","0.275334608030593","244.803191489362","1671.52979166667","6.82805555555555"
"157",NA,NA,2,0.368,32.23175,172.824396782842,0.383744855967078,0.314468484187715,0.468041237113402,0.58656330749354,"1.112","0.451697127937337","0.495702005730659","0.480938416422287","0.510108864696734",455.05,13.05,1.06120527306968,34.8697318007663,428.804880212955,12.297338065661,463.62,1.2,0.482558139534884,386.35,960.75469879518,2.48674698795181,"420.71","3.97","0.506366307541626","105.972292191436","830.841218568665","7.84017408123791","454.05","1.52","0.189723320158103","298.717105263158","2393.221875","8.01166666666666"
"158",NA,NA,3,0.526,27.1568,118.330283224401,0.422263109475621,0.321327834702353,0.479166666666667,0.527868852459016,"2.356","0.462246777163904","0.460973370064279","0.401920438957476","0.420373027259684",453.15,12.74,1.04986149584488,35.5690737833595,431.628364116093,12.1349340369393,463.39,2.14,0.464352720450281,216.53738317757,997.926747474748,4.60856565656566,"434.87","3.38","0.457979225684608","128.659763313609","949.540886597938","7.38024742268042","448.18","2.58","0.330241187384045","173.713178294574","1357.12932584269","7.81247191011235"
"159",NA,NA,4,0.4005,32.2559,253.983464566929,0.317897371714643,0.196617437724204,0.470588235294118,0.533333333333333,"1.108","0.476","0.528888888888889","0.481181515007146","0.541554959785523",440.37,14.66,1.24780487804878,30.0388813096862,352.9157544957,11.7486317435497,457.51,1.81,0.438265786993402,252.767955801105,1043.9099139785,4.12991397849463,"381.11","3.75","0.483349191246432","101.629333333333","788.477578740157","7.75836614173228","462.82","1.16","0.118938700823422","398.98275862069","3891.24815384615","9.75292307692306"
"160",NA,NA,5,0.3625,25.4174,174.690034364261,0.390604026845638,0.31583034483844,0.480083857442348,0.537558685446009,"1.198","0.463002114164905","0.48993288590604","0.481346678798908","0.5166015625",453.15,12.9,1.15130940834142,35.1279069767442,393.595324347092,11.2046335299073,460.63,2.09,0.449207828518173,220.397129186603,1025.42736514523,4.65263485477179,"408.95","3.47","0.465766634522662","117.853025936599","878.014803312629","7.45008281573498","457.75","1.54","0.194986072423398","297.24025974026","2347.60357142858","7.89800000000001"
"161",NA,"Lithocarpus glaber",1,0.359,17.3267,90.9538057742782,0.449292452830189,0.612512098118715,0.554838709677419,0.599303135888502,"1.222","0.50251256281407","0.531914893617021","0.612903225806452","0.629337539432177",492.06,14.06,0.852293577981651,34.9971550497866,577.336275565124,16.4966630785791,472.76,3.38,0.616589861751152,139.869822485207,766.733333333333,5.48176382660688,"484.53","6.99","0.502448579823702","69.3175965665236","964.337485380117","13.9118713450292","470.03","2.08","0.251681075888569","225.975961538462","1867.56194656488","8.26442748091602"
"162",NA,NA,2,0.3255,22.63285,91.0778672032193,0.483463035019455,0.674630778019608,0.579961464354528,0.631027253668763,"1.632","0.579234972677596","0.642424242424242","0.621633957097216","0.657018813314038",493.14,13.8,0.779790276453765,35.7347826086957,632.400806845966,17.6970660146699,469.24,2.7,0.594117647058824,173.792592592593,789.809900990098,4.54455445544554,"479.8","5.76","0.457875457875458","83.2986111111111","1047.8832","12.57984","472.83","1.9","0.23827392120075","248.857894736842","1984.39677165355","7.97401574803151"
"163",NA,NA,3,0.3535,14.81705,81.6366391184573,0.48335552596538,0.693035466562526,0.558502340093604,0.574638844301766,"3.668","0.646638054363376","0.737357259380098","0.613013698630137","0.584967320261438",493.21,14.51,0.926605504587156,33.9910406616127,532.276138613861,15.6593069306931,470,3.99,0.748362956033676,117.794486215539,628.0375,5.3316375,"460.33","5.32","0.393412625800549","86.5281954887218","1170.09462790698","13.5226976744186","470.9","2.57","0.33976833976834","183.229571984436","1385.94431818182","7.56397727272727"
"164",NA,NA,4,0.332,21.0468,82.2140625,0.459605026929982,0.732733087547178,0.51027397260274,0.552533992583436,"3.904","0.616600790513834","0.682713347921225","0.56828885400314","0.545180722891566",494.07,13.55,0.989278752436647,36.4627306273063,499.42445320197,13.6968472906404,469.42,3.88,0.567594433399602,120.984536082474,827.03418563923,6.83586690017514,"450.52","6.09","0.3916015625","73.9770114942529","1150.45506234414","15.5515211970075","474.77","2.78","0.412512218963832","170.780575539568","1150.92348341232","6.73919431279621"
"165",NA,NA,5,0.3115,20.04605,79.390297029703,0.531019978969506,0.808731795522351,0.513629842180775,0.531157270029674,"1.932","0.606299212598425","0.636363636363636","0.608333333333333","0.669724770642202",496.72,12.71,0.730038022813688,39.081038552321,680.402916666667,17.4100520833333,475.32,3.85,0.77906976744186,123.45974025974,610.11223880597,4.94179104477612,"477.46","6.02","0.398628795298727","79.312292358804","1197.75592137592","15.101769041769","472.97","2.22","0.461320754716981","213.04954954955","1025.25194274029","4.81226993865031"
"166",NA,"Lithocarpus hancei",1,0.323,21.15995,75.978276481149,0.497321428571429,0.814963269919998,0.587797619047619,0.616224648985959,"4.3","0.603174603174603","0.645161290322581","0.591933570581257","0.630050505050505",488.97,12.92,0.780230326295585,37.8459752321981,626.699557195572,16.5592127921279,466.71,2.51,0.705029013539652,185.940239043825,661.972757201646,3.56013717421125,"460.84","4.96","0.477055449330784","92.9112903225807","966.009298597194","10.3971142284569","472.21","2.93","0.507260406582769","161.163822525597","930.902538167938","5.77612595419847"
"167",NA,NA,2,0.421,25.7049,66.6793774319066,0.522357723577236,0.712453236246749,0.604026845637584,0.642857142857143,"3.346","0.563275434243176","0.574683544303797","0.527027027027027","0.5625",491.54,12.66,0.644674835061263,38.826224328594,762.461900584795,19.6378070175439,474.65,2.84,0.417592592592593,167.130281690141,1136.63414634146,6.80088691796008,"471.74","6","0.422535211267606","78.6233333333333","1116.45133333333","14.2","471.68","2.55","0.269749518304432","184.972549019608","1748.58514285714","9.45321428571427"
"168",NA,NA,3,0.43,23.17575,51.2737831858407,0.539057841383423,0.907122997700333,0.537769784172662,0.607723577235772,"3.18","0.479838709677419","0.474103585657371","0.633903133903134","0.682515337423313",476.21,9.73,0.661904761904762,48.9424460431655,719.453956834532,14.7,476.89,3.03,0.600194552529183,157.389438943894,794.559027552674,5.04836304700162,"478.17","7.75","0.555352241537054","61.6993548387097","861.021103789127","13.9551070840198","470.05","2.2","0.249263984298332","213.659090909091","1885.75177165354","8.82598425196849"
"169",NA,NA,4,0.4385,30.6391,70.678431372549,0.481666666666667,0.645317578811465,0.568228105906314,0.624161073825503,"2.568","0.562790697674419","0.438405797101449","0.583333333333333","0.631372549019608",493.16,13.01,0.824626865671642,37.9062259800154,598.040180995475,15.7768325791855,476.12,4.36,0.748338081671415,109.201834862385,636.236497461929,5.82624365482234,"501.79","7.36","0.448803827751196","68.1779891304348","1118.06087420043","16.3991471215352","469.02","2.1","0.332692307692308","223.342857142857","1409.77109826589","6.31213872832369"
"170",NA,NA,5,0.4015,28.02515,66.5680522565321,0.517516902274124,0.748304912184719,0.562367864693446,0.597752808988764,"3.93","0.605776736924278","0.574814814814815","0.548577036310108","0.509107468123862",494.67,12.75,0.73477038425492,38.7976470588235,673.230727040817,17.3523596938776,478.34,4.1,0.493137254901961,116.668292682927,969.993638170974,8.31411530815109,"475.25","5.94","0.400579150579151","80.0084175084175","1186.40722891566","14.8285301204819","470.79","2.39","0.295302013422819","196.983263598326","1594.26613636364","8.09340909090908"
"171",NA,"Litsea coreana",1,0.301,9.45515,87.9548837209302,0.548469387755102,0.755446200521107,0.599388379204893,0.528301886792453,"1.404","0.481481481481481","0.361111111111111","0.684027777777778","0.608024691358025",494.93,12.12,0.835667600373483,40.8358085808581,592.257016759776,14.503374301676,464.53,2.24,0.517469310670444,207.379464285714,897.695748175182,4.32875912408759,"485.46","6.77","0.565675934803452","71.7075332348597","858.194542372881","11.9679830508474","467.92","1.19","0.200592885375494","393.210084033613","2332.68492610838","5.93241379310345"
"172",NA,NA,2,0.2785,7.37705,99.6898648648649,0.524822695035461,0.720366965640455,0.607594936708861,0.457142857142857,"1.104","0.504854368932039","0.525252525252525","0.654901960784314","0.738938053097345",493.56,10.4,0.831948291782087,47.4576923076923,593.258024417314,12.5007769145394,470.71,1.74,0.408960915157293,270.522988505747,1150.99018648019,4.25468531468531,"474.39","6.66","0.469111969111969","71.2297297297297","1011.25111111111","14.197037037037","467.5","1.2","0.159448818897638","389.583333333333","2931.97530864197","7.52592592592592"
"173",NA,NA,3,0.3225,7.8314,78.314,0.536193029490617,0.79188272691944,0.600917431192661,0.450171821305842,"1.132","0.461240310077519","0.589108910891089","0.633776091081594","0.536977491961415",490.15,10.78,0.826628352490421,45.4684601113172,592.950869061414,13.0409269988413,469.83,2.1,0.457221711131555,223.728571428571,1027.57587525151,4.59295774647887,"489.54","6.12","0.578585461689587","79.9901960784314","846.097996604415","10.5775212224109","467.51","2.04","0.216216216216216","229.171568627451","2162.23375","9.43500000000001"
"174",NA,NA,4,0.268,7.56715,96.3968152866242,0.537671232876712,0.774163186301829,0.626470588235294,0.519512195121951,"1.582","0.446555819477435","0.494736842105263","0.63921568627451","0.623724489795918",496.9,12.74,0.857416267942584,39.0031397174254,579.531808035714,14.85859375,463.01,2.4,0.489756097560976,192.920833333333,945.388944223107,4.9003984063745,"476.32","6.97","0.639296187683284","68.338593974175","745.069357798166","10.9026146788991","464.87","1.47","0.206832871652816","316.238095238095","2247.5634375","7.10718750000001"
"175",NA,NA,5,0.3325,12.6042,90.352688172043,0.513812154696133,0.66572868120222,0.611814345991561,0.531135531135531,"1.134","0.462406015037594","0.450549450549451","0.639902676399027","0.545643153526971",492.38,11.74,1.03896103896104,41.9403747870528,473.91575,11.29975,460.06,2.46,0.560229445506692,187.016260162602,821.199249146758,4.39105802047782,"475.16","7.46","0.691011235955056","63.6943699731903","687.629918699187","10.7957723577236","465.58","1.28","0.227824463118581","363.734375","2043.59090163934","5.6183606557377"
"176",NA,"Litsea elongata",1,0.4585,33.2881,106.52192,0.505663430420712,0.409497891474063,0.55787037037037,0.496907216494845,"1.75","0.535984848484849","0.58592132505176","0.521834061135371","0.459615384615385",493.03,13.33,0.951331496786042,36.986496624156,518.252577220077,14.0119401544402,473.92,4,0.467341306347746,118.48,1014.0768503937,8.55905511811024,"496.08","7.93","0.510324483775811","62.5573770491803","972.087398843931","15.5391329479769","467.75","2.54","0.25912067352666","184.153543307087","1805.14350180506","9.80238267148016"
"177",NA,NA,2,0.5915,42.18525,78.3384401114206,0.551741803278688,0.431618774340643,0.51304347826087,0.508620689655172,"2.044","0.528109028960818","0.498392282958199","0.515384615384615","0.484804630969609",496.4,13.39,0.85546875,37.0724421209858,580.266666666667,15.6522374429224,471.01,5.34,0.5,88.2041198501873,942.02,10.68,"503.73","7.49","0.462395543175487","67.2536715620828","1089.39198795181","16.1982530120482","472.34","2.26","0.228893058161351","209","2063.5837704918","9.87360655737704"
"178",NA,NA,3,0.5165,46.35365,85.2873045078197,0.561177077955601,0.454020310114062,0.548961424332344,0.516759776536313,"2.396","0.547920433996383","0.586073500967118","0.523958333333333","0.528361344537815",495.15,15.73,0.811016144349478,31.4780673871583,610.530386416862,19.3954215456674,473.4,5.64,0.647738209817132,83.936170212766,730.850817236255,8.70722139673105,"494.57","7.37","0.502808988764045","67.1058344640434","983.61407821229","14.6576536312849","466.88","2.75","0.259402121504339","169.774545454545","1799.83107806692","10.6013011152417"
"179",NA,NA,4,0.613,47.8805,94.5320829220138,0.471382038157282,0.345136025756619,0.505376344086022,0.436532507739938,"0.928","0.508928571428571","0.471074380165289","0.556851311953353","0.47394540942928",491.88,13.67,0.954154727793696,35.9824433065106,515.513873873874,14.3268168168168,473.75,3.84,0.499524262607041,123.372395833333,948.402380952381,7.68731428571428,"501.93","8.05","0.504186046511628","62.351552795031","995.52536900369","15.9663284132841","469.54","2","0.199628597957289","234.77","2352.06781395349","10.0186046511628"
"180",NA,NA,5,0.551,24.16755,82.3425894378194,0.534608378870674,0.440812475065136,0.622950819672131,0.514905149051491,"3.696","0.6","0.849557522123894","0.60347551342812","0.619124797406807",491.94,12.9,0.674220963172805,38.1348837209302,729.642100840336,19.1331932773109,472.83,2.7,0.377901578458682,175.122222222222,1251.19879606879,7.14471744471744,"495.1","6.71","0.388837209302326","73.7853949329359","1273.28349282296","17.2565789473684","474.57","3.02","0.233333333333333","157.14238410596","2033.87142857143","12.9428571428572"
"181",NA,"Loropetalum chinense",1,0.442,5.77055,108.878301886792,0.430894308943089,0.415591242645652,0.566137566137566,0.672955974842767,"1.9","0.520833333333333","0.589622641509434","0.595860566448802","0.688050314465409",451.23,11.65,0.91581868640148,38.7321888412017,492.706696969697,12.7208585858586,458.71,3.66,0.548698167791707,125.330601092896,835.996959578207,6.67033391915641,"408.73","3.44","0.487828627069133","118.816860465116","837.855708582835","7.05165668662675","468.22","1.5","0.247159090909091","312.146666666667","1894.40735632184","6.06896551724138"
"182",NA,NA,2,0.326,3.6036,120.12,0.422535211267606,0.510736707055725,0.515873015873016,0.623003194888179,"1.89","0.589322381930185","0.519927536231884","0.622743682310469","0.737179487179487",446.09,11.8,0.843385214007782,37.8042372881356,528.927935409458,13.9912341407151,457.56,3.24,0.505174035747883,141.222222222222,905.747262569833,6.41363128491621,"397.06","4.03","0.452403393025448","98.5260545905707","877.668041666666","8.90797916666666","460.88","1.66","0.221163012392755","277.638554216867","2083.89275862069","7.50577586206897"
"183",NA,NA,3,0.383,6.13485,127.809375,0.398340248962656,0.408571915392162,0.559322033898305,0.647058823529412,"1.312","0.497975708502024","0.414141414141414","0.666666666666667","0.799136069114471",459.56,13.1,0.878729547641963,35.0809160305344,522.982300109529,14.9078860898138,463.05,3.93,0.437015503875969,117.824427480916,1059.5733924612,8.99281596452328,"382.61","4.39","0.475378787878788","87.1548974943052","804.852908366534","9.23474103585657","460.72","1.75","0.172932330827068","263.268571428571","2664.16347826086","10.1195652173913"
"184",NA,NA,4,0.369,4.59655,122.574666666667,0.407608695652174,0.442183882521294,0.573705179282869,0.660550458715596,"1.802","0.55036855036855","0.459958932238193","0.642023346303502","0.733333333333333",449.02,14.82,0.948522402287893,30.2982456140351,473.388924623116,15.6243015075377,458.08,3.67,0.471082089552239,124.817438692098,972.399524752475,7.79057425742574,"409.67","4.5","0.460168697282099","91.0377777777778","890.260468431773","9.77902240325866","464.36","1.46","0.17516218721038","318.054794520548","2651.02878306878","8.33513227513227"
"185",NA,NA,5,0.3485,3.39135,113.045,0.431654676258993,0.507663401142991,0.48936170212766,0.61744966442953,"1.386","0.516320474777448","0.514792899408284","0.68384539147671","0.764966740576497",451.39,11.4,0.87109375,39.5956140350877,518.187623318386,13.0869955156951,462.67,3.82,0.541076487252125,121.11780104712,855.09167539267,7.06,"397.46","4.83","0.553170731707317","82.2898550724638","718.512345679012","8.73148148148148","465.31","1.41","0.185755534167469","330.007092198582","2504.95901554404","7.59062176165802"
"186",NA,"Machilus leptophylla",1,0.5245,46.9504,140.992192192192,0.337386018237082,0.270451528328896,0.462595419847328,0.326157158234661,"1.736","0.415789473684211","0.415789473684211","0.338912133891213","0.405",469.4,13.15,1.15668202764977,35.6958174904943,405.81593625498,11.3687250996016,470.45,2.49,0.379710144927536,188.935742971888,1238.9713740458,6.55763358778627,"465.91","8.19","0.68452380952381","56.8876678876679","680.633739130434","11.9645217391304","455.91","3.25","0.492048643592142","140.28","926.554733840305","6.60503802281369"
"187",NA,NA,2,0.4495,65.96025,145.929756637168,0.335809806835067,0.304899309890851,0.488734835355286,0.349875930521092,"1.778","0.446616541353383","0.489291598023064","0.556701030927835","0.594859241126071",468.78,17.28,1.25905292479109,27.1284722222222,372.327477876105,13.7246017699115,469.72,3.48,0.3601108033241,134.977011494253,1304.37630769231,9.6636923076923,"452.22","9.05","0.665377176015474","49.9690607734807","679.644593023256","13.6013081395349","453.89","1.87","0.19533527696793","242.72192513369","2323.64582089552","9.57328358208955"
"188",NA,NA,3,0.531,43.55845,103.958114558473,0.392873886544773,0.362307296428604,0.445273631840796,0.308620689655172,"3.828","0.48","0.428282828282828","0.491712707182321","0.467600700525394",467.3,16.95,1.02702702702703,27.5693215339233,455.002631578946,16.503947368421,469.71,4.95,0.40719696969697,94.8909090909091,1153.52037209302,12.1562790697674,"450.75","7.08","0.5","63.6652542372881","901.5","14.16","460.22","2.93","0.228993536472761","157.071672354949","2009.7510483871","12.7951209677419"
